0,1,2,3,4,5
1.2757438085099668,1.010495033730217,0.7368112654743499,0.3715274308122247,-1.7019824140221436,2.825918391466123
1.2577772711811908,0.9966262304652461,0.729859491221726,0.350208872321069,-1.6798079542053908,2.770918397471335
1.236544094779965,0.9802358297547337,0.7216437595920675,0.3250142171251814,-1.653601779455352,2.7059184170528905
1.2120442748713822,0.9613238281752674,0.7121640688693801,0.29594345996223237,-1.6233638842984244,2.6309184366344462
1.1842778121438682,0.93989022625826,0.701420419320036,0.2629966016490879,-1.58909426958427,2.545918458323444
1.1532447060721398,0.9159350235982329,0.6894128107407878,0.22617364156246272,-1.55079293466458,2.450918480511862
1.1189449573100911,0.8894582206999424,0.6761412433846462,0.18547458047824789,-1.5084598803463953,2.345918505201431
1.0813785670530915,0.8604598184861232,0.661605717714134,0.14089941981483337,-1.4620951081050522,2.230918536051472
1.0405455354218276,0.8289398170499358,0.6458062337759485,0.09244815971542183,-1.4116986180895024,2.1059185734314347
0.9964458627779132,0.7948982166705193,0.6287427917100088,0.04012080060909386,-1.3572704107460538,1.9709186184483092
0.9490795493409951,0.7583350175174237,0.6104153916013022,-0.016082657243524517,-1.2988104863457957,1.8259186717744873
0.9009434358267892,0.7211775911278887,0.5917901335214669,-0.0731995369577873,-1.239400467858492,1.6785621775448825
0.856022325180904,0.6865019029531875,0.5744088532740385,-0.12650158995038913,-1.1839584344430891,1.5410475986056362
0.8143678580423768,0.6543478156474403,0.5582915321196389,-0.1759275409759291,-1.1325481214345752,1.4135330196663913
0.7759800344112064,0.6247153292106469,0.5434381700582682,-0.22147739003440792,-1.0851695288329495,1.2960184407271462
0.7408588542873935,0.5976044436428073,0.5298487670899262,-0.2631511371258254,-1.0418226566382123,1.1885038617879011
0.7090043176709373,0.573015158943921,0.5175233232146128,-0.30094878225018207,-1.002507504850363,1.090989282848655
0.6804164245618389,0.5509474751139889,0.5064618384323285,-0.3348703254074768,-0.9672240734694029,1.00347470390941
0.6550951749600982,0.5314013921530109,0.49666431274307304,-0.36491576659770986,-0.9359723624953317,0.9259601249701666
0.6330405688657149,0.514376910060987,0.4881307461468466,-0.3910851058208808,-0.9087523719281494,0.8584455460309247
0.614252606278689,0.4998740288379169,0.48086113864364893,-0.4133783430769905,-0.8855641017678557,0.800930967091683
0.5987531530424522,0.48789659131506685,0.4748548823576037,-0.4318732276106392,-0.8664853350138709,0.7532320862535452
0.5876626633755156,0.4786913431789078,0.4701154927943919,-0.4501574252305678,-0.8553076746623876,0.7068652379412752
0.58175965485381,0.4725672891398367,0.4667411057840149,-0.4696295053683823,-0.8541295963437527,0.6585869378995087
0.5812465597315728,0.46974477880935717,0.4648546303159544,-0.4895394846481243,-0.8629512205990427,0.610252020145309
0.585362922676218,0.4697204344748507,0.46422000531505114,-0.5101244120711542,-0.8805080894458539,0.5611444424836403
0.5907128877749026,0.4699761667780551,0.46359510371147683,-0.5345923760812326,-0.9022066680069702,0.5028586379711875
0.5969807371269723,0.4702757746299525,0.4628629888212257,-0.5632582663325062,-0.9276280341404739,0.43457283884736353
0.604166470517677,0.47061925802027776,0.4620236606693817,-0.5961220818428195,-0.956772186975374,0.35628704745178874
0.612270088656381,0.47100661698293894,0.46107711917308764,-0.6331838258564361,-0.989639129388735,0.26800125605621317
0.6212915913396018,0.4714378515082095,0.46002336435611124,-0.674443497442732,-1.026228860555265,0.1697154668775022
0.631230978715658,0.4719129616031791,0.4588623962011281,-0.7199010972800417,-1.0665413810765214,0.06142967829977662
0.642088250334372,0.47243194724632886,0.4575942147607212,-0.7695566233094842,-1.1105766891266557,-0.056856104772446375
0.6538634065198171,0.47299480845314984,0.4562188199970373,-0.8234100770132039,-1.1583347860200577,-0.18514188586982477
0.6665564467964405,0.47360154520091025,0.4547362119656231,-0.8814614562162689,-1.2098156698279627,-0.32342765981139254
0.680167371601424,0.47425215751050764,0.45314639061541373,-0.9437107629181214,-1.2650193423235083,-0.471713431360076
0.6946710660872218,0.47494544487358575,0.4514522894811549,-1.0100431348393757,-1.3238439418155485,-0.6297255839469049
0.7088962142955588,0.4756254175178254,0.4497907238891367,-1.0751015806384345,-1.3815388034171727,-0.7847030823675349
0.722203477755897,0.4762615145897291,0.4482363716415686,-1.1359620979341916,-1.4355108754403374,-0.9296805807881684
0.7345928564682365,0.47685373608929693,0.4467892327384506,-1.1926246867266477,-1.4857601578850435,-1.0646580792088072
0.7460643504325769,0.4774020820165289,0.44544930717978254,-1.2450893470158015,-1.5322866507512893,-1.189635577629448
0.7566179596489185,0.4779065523714249,0.44421659496556454,-1.2933560788016543,-1.5750903540390762,-1.3046130760500934
0.766253684117261,0.47836714715398493,0.44309109609579655,-1.3374248820842038,-1.6141712677484028,-1.4095905744707395
0.7749715238376047,0.4787838663642091,0.44207281057047865,-1.3772957568634523,-1.6495293918792702,-1.5045680728913904
0.782771478809949,0.47915671000209725,0.4411617383896108,-1.4129687031393974,-1.681164726431677,-1.5895455713120414
0.7896535490342942,0.4794856780676496,0.440357879553193,-1.4444437209120398,-1.709077271405623,-1.6645230697326936
0.7956177345106406,0.4797707705608659,0.4396612340612253,-1.47172081018138,-1.7332670268011094,-1.729500568153347
0.8006640352389873,0.48001198748174634,0.43907180191370765,-1.4947999709474162,-1.7537339926181341,-1.7844780665739992
0.8047924512193347,0.48020932883029077,0.43858958311064,-1.513681203210148,-1.7704781688566968,-1.829455564994649
0.8080029824516828,0.48036279460649933,0.43821457765202254,-1.5283645069695766,-1.783499555516799,-1.864433063415298
0.8102956289360317,0.4804723848103719,0.43794678553785515,-1.5388498822257022,-1.7927981525984407,-1.8894105618359478
0.8116703906723813,0.4805380994419086,0.4377862067681378,-1.5451373289785244,-1.7983739601016213,-1.9043880602565968
0.8121272699844538,0.48055993861218493,0.4377328410714486,-1.5472268578555424,-1.8002269874509755,-1.909365583993301
